Nanoseconds
11873388740459
10438930
10418856
10470355
10398930
10383652
10368170
10678022
10486707
10432133
10460356
10715687
10634503
10452800
10549966
10425411
10687873
10449466
10425836
10597021
10397374
10388541
10581337
10603762
10418411
10406578
10565226
10642817
10427059
10443781
10438614
10399707
10373337
10441096
10447651
10483799
10399411
10436374
10744095
10781077
10673910
10464540
10637447
10499929
10545817
10415504
10450393
10433763
10395707
10389874
10421096
10415818
10502207
10529189
10427948
10393596
10429689
10390115
10369263
10395151
10388559
10389819
10373263
10409911
10358393
10400485
10628855
10640540
10527299
10524966
10391096
10635651
10659040
10408818
10418541
10395170
10386559
10603725
10376541
10399226
10390892
10621243
10401837
10388449
10379356
10386411
10409744
10366133
10556225
10449911
10384744
10381800
10403244
10589688
11123335
10927910
10524651
10534133
10551967
10635744
10457651
10511707
10421744
10457652
10431318
10434541
10417448
10528226
10483466
10707910
10430059
10534762
10456874
10429744
10482244
10433911
10465967
10419430
10471984
10374115
10364170
10507022
11152668
10859799
10925595
10514077
10700187
10477003
10683262
11929350
14016399
10459300
10427300
10424022
10463133
10511189
10559800
10486874
10493614
10438856
12303479
10481337
10450059
10411226
10477633
11944758
10489336
10982872
10425319
10707781
10742206
14328213
10681151
10475967
10731040
10587577
10527077
10452022
10509170
10475467
10419467
10447374
10578985
10959557
10703114
13181254
13154458
10516188
11021983
10439448
10416559
12144869
10448522
11380056
10693540
10469374
10516003
11544759
13070069
11169057
12509571
12826329
10484522
10443429
10532300
11446723
10453393
10517689
10770058
10447577
13370808
10469522
11343833
10526726
11443685
10450096
10439003
11703740
10434948
11772500
10754910
11816406
10707836
14887433
10574207
10908946
10875817
10639873
10498392
10416930
11882129
10417596
10451837
10444300
10478078
11174501
10485540
10452170
11364426
10445300
11453241
10440744
10431948
10513374
13220976
10734984
10450263
10432429
13701733
10781187
10731744
10642170
10583392
10611040
10451966
10451133
10577188
10505540
10687410
10421596
10422818
12438163
10487985
10578596
10419855
10439318
10441910
10417819
10581429
11071427
10771928
12842755
11896536
10622095
10425541
10731596
12883217
10590762
10719817
12700293
10440633
10869521
10412170
10523707
10932205
10581337
10427466
10741077
11571944
10478689
10482744
11915424
10433152
10477559
10435689
10415059
10423133
10471744
10514429
10445652
10414966
11645870
10452985
15584802
10619911
10607188
10459856
14684731
10555725
10496948
10459707
10464411
10493078
12245683
10491948
10457707
13450142
10520615
10477096
10485393
10470615
11421130
10427855
10471540
10396763
10415670
10573540
10508651
10461892
10533466
14919137
10860465
10572022
10486522
11005372
10512467
10446022
